Country,Date,District,Confirmed,Confirmed-total,Deaths,Deaths-total,Recovered,Recovered-total,Imported,Local,New Arrival-T,Cumulative high-risk traveller,Contacts on Follow-up,Contacts discharged,Samples Recieved,Total Tested,Positive,Negative,Average Tests,Age group,Male,Female,Unknown,Local Transmission,Imported
Malawi,26 October 2020,Nkhata Bay,0,196,0,2,0,193,34,162,21,,,,,,,,,,,,,,
Malawi,26 October 2020,Zomba,0,156,0,6,0,143,33,123,10,,,,,,,,,,,,,,
Malawi,26 October 2020,Mzimba South,0,154,0,3,0,143,34,120,38,,,,,,,,,,,,,,
Malawi,26 October 2020,Mangochi,0,150,0,2,0,147,112,38,1,,,,,,,,,,,,,,
Malawi,26 October 2020,Dowa,0,95,0,3,0,81,52,43,2,,,,,,,,,,,,,,
Malawi,26 October 2020,Nkhotakota,0,84,0,1,0,81,31,53,37,,,,,,,,,,,,,,
Malawi,26 October 2020,Karonga,0,82,0,4,0,75,13,69,55,,,,,,,,,,,,,,
Malawi,26 October 2020,Machinga,0,70,0,0,0,69,61,9,32,,,,,,,,,,,,,,
Malawi,26 October 2020,Thyolo,0,68,0,1,0,67,34,34,15,,,,,,,,,,,,,,
Malawi,26 October 2020,Mchinji,0,66,0,5,0,45,6,60,19,,,,,,,,,,,,,,
Malawi,26 October 2020,Chitipa,0,64,0,3,0,61,6,58,55,,,,,,,,,,,,,,
Malawi,26 October 2020,Neno,0,59,0,0,0,58,4,55,49,,,,,,,,,,,,,,
Malawi,26 October 2020,Dedza,0,52,0,0,0,44,28,24,62,,,,,,,,,,,,,,
Malawi,26 October 2020,Kasungu,0,49,0,1,0,38,14,35,46,,,,,,,,,,,,,,
Malawi,26 October 2020,Balaka,0,48,0,1,0,45,38,10,53,,,,,,,,,,,,,,
Malawi,26 October 2020,Salima,0,47,0,0,0,47,24,23,52,,,,,,,,,,,,,,
Malawi,26 October 2020,Chiradzulu,0,47,0,1,0,46,17,30,32,,,,,,,,,,,,,,
Malawi,26 October 2020,Ntcheu,0,46,0,1,0,44,30,16,4,,,,,,,,,,,,,,
Malawi,26 October 2020,Chikwawa,0,44,0,0,0,44,24,20,41,,,,,,,,,,,,,,
Malawi,26 October 2020,Mulanje,0,43,0,1,0,37,12,31,40,,,,,,,,,,,,,,
Malawi,26 October 2020,Rumphi,0,40,0,3,0,34,10,30,38,,,,,,,,,,,,,,
Malawi,26 October 2020,Nsanje,0,37,0,1,0,31,25,12,37,,,,,,,,,,,,,,
Malawi,26 October 2020,Mwanza,0,27,0,1,0,26,10,17,62,,,,,,,,,,,,,,
Malawi,26 October 2020,Phalombe,0,11,0,1,0,8,4,7,49,,,,,,,,,,,,,,
Malawi,26 October 2020,Likoma,0,4,0,2,0,2,0,4,62,,,,,,,,,,,,,,
Malawi,26 October 2020,Ntchisi,0,4,0,0,0,3,0,4,62,,,,,,,,,,,,,,
Malawi,26 October 2020,Mwanza PoE,0,204,0,0,0,204,204,0,64,,,,,,,,,,,,,,
Malawi,27 October 2020,Blantyre,1,1996,0,78,5,1853,181,1815,0,,,,,,,,,,,,,,
Malawi,27 October 2020,Lilongwe,1,1380,0,49,0,1132,112,1268,0,,,,,,,,,,,,,,
Malawi,27 October 2020,Mzimba North,0,573,0,13,0,498,17,556,1,,,,,,,,,,,,,,
Malawi,27 October 2020,Nkhata Bay,0,196,0,2,0,193,34,162,22,,,,,,,,,,,,,,
Malawi,27 October 2020,Zomba,0,156,0,6,0,143,33,123,11,,,,,,,,,,,,,,
Malawi,27 October 2020,Mzimba South,0,154,0,3,0,143,34,120,39,,,,,,,,,,,,,,
Malawi,27 October 2020,Mangochi,1,151,0,2,0,147,112,39,0,,,,,,,,,,,,,,
Malawi,27 October 2020,Dowa,0,95,0,3,0,81,52,43,3,,,,,,,,,,,,,,
Malawi,27 October 2020,Nkhotakota,0,84,0,1,0,81,31,53,38,,,,,,,,,,,,,,
Malawi,27 October 2020,Karonga,0,82,0,4,0,75,13,69,56,,,,,,,,,,,,,,
Malawi,27 October 2020,Machinga,0,70,0,0,0,69,61,9,33,,,,,,,,,,,,,,
Malawi,27 October 2020,Thyolo,0,68,0,1,0,67,34,34,16,,,,,,,,,,,,,,
Malawi,27 October 2020,Mchinji,0,66,0,5,0,45,6,60,20,,,,,,,,,,,,,,
Malawi,27 October 2020,Chitipa,0,64,0,3,0,61,6,58,56,,,,,,,,,,,,,,
Malawi,27 October 2020,Neno,0,59,0,0,0,58,4,55,50,,,,,,,,,,,,,,
Malawi,27 October 2020,Dedza,0,52,0,0,0,44,28,24,63,,,,,,,,,,,,,,
Malawi,27 October 2020,Kasungu,0,49,0,1,0,38,14,35,47,,,,,,,,,,,,,,
Malawi,27 October 2020,Balaka,0,48,0,1,0,45,38,10,54,,,,,,,,,,,,,,
Malawi,27 October 2020,Salima,0,47,0,0,0,47,24,23,53,,,,,,,,,,,,,,
Malawi,27 October 2020,Chiradzulu,0,47,0,1,0,46,17,30,33,,,,,,,,,,,,,,
Malawi,27 October 2020,Ntcheu,0,46,0,1,0,44,30,16,5,,,,,,,,,,,,,,
Malawi,27 October 2020,Chikwawa,0,44,0,0,0,44,24,20,42,,,,,,,,,,,,,,
Malawi,27 October 2020,Mulanje,0,43,0,1,0,37,12,31,41,,,,,,,,,,,,,,
Malawi,27 October 2020,Rumphi,0,40,0,3,0,34,10,30,39,,,,,,,,,,,,,,
Malawi,27 October 2020,Nsanje,0,37,0,1,0,31,25,12,38,,,,,,,,,,,,,,
Malawi,27 October 2020,Mwanza,0,27,0,1,0,26,10,17,63,,,,,,,,,,,,,,
Malawi,27 October 2020,Phalombe,0,11,0,1,0,8,4,7,50,,,,,,,,,,,,,,
Malawi,27 October 2020,Likoma,0,4,0,2,0,2,0,4,63,,,,,,,,,,,,,,
Malawi,27 October 2020,Ntchisi,0,4,0,0,0,3,0,4,63,,,,,,,,,,,,,,
Malawi,27 October 2020,Mwanza PoE,0,204,0,0,0,204,204,0,65,,,,,,,,,,,,,,
Malawi,28 October 2020,Blantyre,0,1996,0,78,0,1853,181,1815,1,,,,,,,,,,,,,,
Malawi,28 October 2020,Lilongwe,0,1380,0,49,0,1132,112,1268,1,,,,,,,,,,,,,,
Malawi,28 October 2020,Mzimba North,3,576,0,13,1,499,17,559,0,,,,,,,,,,,,,,
Malawi,28 October 2020,Nkhata Bay,0,196,0,2,0,193,34,162,23,,,,,,,,,,,,,,
Malawi,28 October 2020,Zomba,1,157,1,7,0,143,33,124,0,,,,,,,,,,,,,,
Malawi,28 October 2020,Mzimba South,0,154,0,3,0,143,34,120,40,,,,,,,,,,,,,,
Malawi,28 October 2020,Mangochi,0,151,0,2,0,147,112,39,1,,,,,,,,,,,,,,
Malawi,28 October 2020,Dowa,0,95,0,3,0,81,52,43,4,,,,,,,,,,,,,,
Malawi,28 October 2020,Nkhotakota,3,87,0,1,0,81,31,56,0,,,,,,,,,,,,,,
Malawi,28 October 2020,Karonga,0,82,0,4,0,75,13,69,57,,,,,,,,,,,,,,
Malawi,28 October 2020,Machinga,0,70,0,0,0,69,61,9,34,,,,,,,,,,,,,,
Malawi,28 October 2020,Thyolo,0,68,0,1,0,67,34,34,17,,,,,,,,,,,,,,
Malawi,28 October 2020,Mchinji,0,66,0,5,0,45,6,60,21,,,,,,,,,,,,,,
Malawi,28 October 2020,Chitipa,0,64,0,3,0,61,6,58,57,,,,,,,,,,,,,,
Malawi,28 October 2020,Neno,0,59,0,0,0,58,4,55,51,,,,,,,,,,,,,,
Malawi,28 October 2020,Dedza,0,52,0,0,0,44,28,24,64,,,,,,,,,,,,,,
Malawi,28 October 2020,Kasungu,0,49,0,1,0,38,14,35,48,,,,,,,,,,,,,,
Malawi,28 October 2020,Balaka,0,48,0,1,0,45,38,10,55,,,,,,,,,,,,,,
Malawi,28 October 2020,Salima,0,47,0,0,0,47,24,23,54,,,,,,,,,,,,,,
Malawi,28 October 2020,Chiradzulu,0,47,0,1,0,46,17,30,34,,,,,,,,,,,,,,
Malawi,28 October 2020,Ntcheu,0,46,0,1,0,44,30,16,6,,,,,,,,,,,,,,
Malawi,28 October 2020,Chikwawa,0,44,0,0,0,44,24,20,43,,,,,,,,,,,,,,
Malawi,28 October 2020,Mulanje,0,43,0,1,0,37,12,31,42,,,,,,,,,,,,,,
Malawi,28 October 2020,Rumphi,0,40,0,3,0,34,10,30,40,,,,,,,,,,,,,,
Malawi,28 October 2020,Nsanje,0,37,0,1,0,31,25,12,39,,,,,,,,,,,,,,
Malawi,28 October 2020,Mwanza,0,27,0,1,0,26,10,17,64,,,,,,,,,,,,,,
Malawi,28 October 2020,Phalombe,0,11,0,1,0,8,4,7,51,,,,,,,,,,,,,,
Malawi,28 October 2020,Likoma,0,4,0,2,0,2,0,4,64,,,,,,,,,,,,,,
Malawi,28 October 2020,Ntchisi,0,4,0,0,0,3,0,4,64,,,,,,,,,,,,,,
Malawi,28 October 2020,Mwanza PoE,0,204,0,0,0,204,204,0,66,,,,,,,,,,,,,,
Malawi,29 October 2020,Blantyre,0,1996,0,78,0,1853,181,1815,2,,,,,,,,,,,,,,
Malawi,29 October 2020,Lilongwe,0,1380,0,49,0,1132,112,1268,2,,,,,,,,,,,,,,
Malawi,29 October 2020,Mzimba North,10,586,0,13,0,499,17,569,0,,,,,,,,,,,,,,
Malawi,29 October 2020,Nkhata Bay,0,196,0,2,0,193,34,162,24,,,,,,,,,,,,,,
Malawi,29 October 2020,Zomba,0,157,0,7,0,143,33,124,1,,,,,,,,,,,,,,
Malawi,29 October 2020,Mzimba South,0,154,0,3,0,143,34,120,41,,,,,,,,,,,,,,
Malawi,29 October 2020,Mangochi,0,151,0,2,0,147,112,39,2,,,,,,,,,,,,,,
Malawi,29 October 2020,Dowa,0,95,0,3,3,84,52,43,5,,,,,,,,,,,,,,
Malawi,29 October 2020,Nkhotakota,0,87,0,1,0,81,31,56,1,,,,,,,,,,,,,,
Malawi,29 October 2020,Karonga,2,84,0,4,0,75,13,71,0,,,,,,,,,,,,,,
Malawi,29 October 2020,Machinga,0,70,0,0,0,69,61,9,35,,,,,,,,,,,,,,
Malawi,29 October 2020,Thyolo,0,68,0,1,0,67,34,34,18,,,,,,,,,,,,,,
Malawi,29 October 2020,Mchinji,0,66,0,5,0,45,6,60,22,,,,,,,,,,,,,,
Malawi,29 October 2020,Chitipa,0,64,0,3,0,61,6,58,58,,,,,,,,,,,,,,
Malawi,29 October 2020,Neno,0,59,0,0,0,58,4,55,52,,,,,,,,,,,,,,
Malawi,29 October 2020,Dedza,0,52,0,0,0,44,28,24,65,,,,,,,,,,,,,,
Malawi,29 October 2020,Kasungu,0,49,0,1,0,38,14,35,49,,,,,,,,,,,,,,
Malawi,29 October 2020,Balaka,0,48,0,1,0,45,38,10,56,,,,,,,,,,,,,,
Malawi,29 October 2020,Salima,0,47,0,0,0,47,24,23,55,,,,,,,,,,,,,,
Malawi,29 October 2020,Chiradzulu,0,47,0,1,0,46,17,30,35,,,,,,,,,,,,,,
Malawi,29 October 2020,Ntcheu,0,46,0,1,0,44,30,16,7,,,,,,,,,,,,,,
Malawi,29 October 2020,Chikwawa,0,44,0,0,0,44,24,20,44,,,,,,,,,,,,,,
Malawi,29 October 2020,Mulanje,0,43,0,1,0,37,12,31,43,,,,,,,,,,,,,,
Malawi,29 October 2020,Rumphi,0,40,0,3,0,34,10,30,41,,,,,,,,,,,,,,
Malawi,29 October 2020,Nsanje,0,37,0,1,0,31,25,12,40,,,,,,,,,,,,,,
Malawi,29 October 2020,Mwanza,0,27,0,1,0,26,10,17,65,,,,,,,,,,,,,,
Malawi,29 October 2020,Phalombe,0,11,0,1,0,8,4,7,52,,,,,,,,,,,,,,
Malawi,29 October 2020,Likoma,0,4,0,2,0,2,0,4,65,,,,,,,,,,,,,,
Malawi,29 October 2020,Ntchisi,0,4,0,0,0,3,0,4,65,,,,,,,,,,,,,,
Malawi,29 October 2020,Mwanza PoE,0,204,0,0,0,204,204,0,67,,,,,,,,,,,,,,
Malawi,30 October 2020,Blantyre,2,1998,0,78,0,1853,181,1817,0,,,,,,,,,,,,,,
Malawi,30 October 2020,Lilongwe,2,1382,0,49,20,1152,112,1270,0,,,,,,,,,,,,,,
Malawi,30 October 2020,Mzimba North,2,588,0,13,0,499,17,571,0,,,,,,,,,,,,,,
Malawi,30 October 2020,Nkhata Bay,0,196,0,2,0,193,34,162,25,,,,,,,,,,,,,,
Malawi,30 October 2020,Zomba,0,157,0,7,0,143,33,124,2,,,,,,,,,,,,,,
Malawi,30 October 2020,Mzimba South,0,154,0,3,0,143,34,120,42,,,,,,,,,,,,,,
Malawi,30 October 2020,Mangochi,1,152,0,2,0,147,112,40,0,,,,,,,,,,,,,,
Malawi,30 October 2020,Dowa,0,95,0,3,0,84,52,43,6,,,,,,,,,,,,,,
Malawi,30 October 2020,Nkhotakota,0,87,0,1,0,81,31,56,2,,,,,,,,,,,,,,
Malawi,30 October 2020,Karonga,0,84,0,4,0,75,13,71,1,,,,,,,,,,,,,,
Malawi,30 October 2020,Machinga,0,70,0,0,0,69,61,9,36,,,,,,,,,,,,,,
Malawi,30 October 2020,Thyolo,0,68,0,1,0,67,34,34,19,,,,,,,,,,,,,,
Malawi,30 October 2020,Mchinji,0,66,0,5,0,45,6,60,23,,,,,,,,,,,,,,
Malawi,30 October 2020,Chitipa,0,64,0,3,0,61,6,58,59,,,,,,,,,,,,,,
Malawi,30 October 2020,Neno,0,59,0,0,0,58,4,55,53,,,,,,,,,,,,,,
Malawi,30 October 2020,Dedza,0,52,0,0,0,44,28,24,66,,,,,,,,,,,,,,
Malawi,30 October 2020,Kasungu,0,49,0,1,0,38,14,35,50,,,,,,,,,,,,,,
Malawi,30 October 2020,Balaka,0,48,0,1,0,45,38,10,57,,,,,,,,,,,,,,
Malawi,30 October 2020,Salima,0,47,0,0,0,47,24,23,56,,,,,,,,,,,,,,
Malawi,30 October 2020,Chiradzulu,0,47,0,1,0,46,17,30,36,,,,,,,,,,,,,,
Malawi,30 October 2020,Ntcheu,0,46,0,1,0,44,30,16,8,,,,,,,,,,,,,,
Malawi,30 October 2020,Chikwawa,0,44,0,0,0,44,24,20,45,,,,,,,,,,,,,,
Malawi,30 October 2020,Mulanje,0,43,0,1,0,37,12,31,44,,,,,,,,,,,,,,
Malawi,30 October 2020,Rumphi,0,40,0,3,0,34,10,30,42,,,,,,,,,,,,,,
Malawi,30 October 2020,Nsanje,0,37,0,1,0,31,25,12,41,,,,,,,,,,,,,,
Malawi,30 October 2020,Mwanza,0,27,0,1,0,26,10,17,66,,,,,,,,,,,,,,
Malawi,30 October 2020,Phalombe,0,11,0,1,0,8,4,7,53,,,,,,,,,,,,,,
Malawi,30 October 2020,Likoma,0,4,0,2,0,2,0,4,66,,,,,,,,,,,,,,
Malawi,30 October 2020,Ntchisi,0,4,0,0,0,3,0,4,66,,,,,,,,,,,,,,
Malawi,30 October 2020,Mwanza PoE,0,204,0,0,0,204,204,0,68,,,,,,,,,,,,,,
Malawi,31 October 2020,Blantyre,2,2000,0,78,0,1853,181,1819,0,,,,,,,,,,,,,,
Malawi,31 October 2020,Lilongwe,2,1384,0,49,0,1152,112,1272,0,,,,,,,,,,,,,,
Malawi,31 October 2020,Mzimba North,0,588,0,13,0,499,17,571,1,,,,,,,,,,,,,,
Malawi,31 October 2020,Nkhata Bay,0,196,0,2,0,193,34,162,26,,,,,,,,,,,,,,
Malawi,31 October 2020,Zomba,0,157,0,7,0,143,33,124,3,,,,,,,,,,,,,,
Malawi,31 October 2020,Mzimba South,0,154,0,3,0,143,34,120,43,,,,,,,,,,,,,,
Malawi,31 October 2020,Mangochi,0,152,0,2,0,147,112,40,1,,,,,,,,,,,,,,
Malawi,31 October 2020,Dowa,0,95,0,3,0,84,52,43,7,,,,,,,,,,,,,,
Malawi,31 October 2020,Nkhotakota,0,87,0,1,0,81,31,56,3,,,,,,,,,,,,,,
Malawi,31 October 2020,Karonga,0,84,0,4,0,75,13,71,2,,,,,,,,,,,,,,
Malawi,31 October 2020,Machinga,0,70,0,0,0,69,61,9,37,,,,,,,,,,,,,,
Malawi,31 October 2020,Thyolo,0,68,0,1,0,67,34,34,20,,,,,,,,,,,,,,
Malawi,31 October 2020,Mchinji,0,66,0,5,0,45,6,60,24,,,,,,,,,,,,,,
Malawi,31 October 2020,Chitipa,0,64,0,3,0,61,6,58,60,,,,,,,,,,,,,,
Malawi,31 October 2020,Neno,0,59,0,0,0,58,4,55,54,,,,,,,,,,,,,,
Malawi,31 October 2020,Dedza,0,52,0,0,0,44,28,24,67,,,,,,,,,,,,,,
Malawi,31 October 2020,Kasungu,0,49,0,1,0,38,14,35,51,,,,,,,,,,,,,,
Malawi,31 October 2020,Ntcheu,3,49,0,1,0,44,30,19,0,,,,,,,,,,,,,,
Malawi,31 October 2020,Balaka,0,48,0,1,0,45,38,10,58,,,,,,,,,,,,,,
Malawi,31 October 2020,Salima,0,47,0,0,0,47,24,23,57,,,,,,,,,,,,,,
Malawi,31 October 2020,Chiradzulu,0,47,0,1,0,46,17,30,37,,,,,,,,,,,,,,
Malawi,31 October 2020,Chikwawa,0,44,0,0,0,44,24,20,46,,,,,,,,,,,,,,
Malawi,31 October 2020,Mulanje,0,43,0,1,0,37,12,31,45,,,,,,,,,,,,,,
Malawi,31 October 2020,Rumphi,0,40,0,3,0,34,10,30,43,,,,,,,,,,,,,,
Malawi,31 October 2020,Nsanje,0,37,0,1,0,31,25,12,42,,,,,,,,,,,,,,
Malawi,31 October 2020,Mwanza,0,27,0,1,0,26,10,17,67,,,,,,,,,,,,,,
Malawi,31 October 2020,Phalombe,0,11,0,1,0,8,4,7,54,,,,,,,,,,,,,,
Malawi,31 October 2020,Likoma,0,4,0,2,0,2,0,4,67,,,,,,,,,,,,,,
Malawi,31 October 2020,Ntchisi,0,4,0,0,0,3,0,4,67,,,,,,,,,,,,,,
Malawi,31 October 2020,Mwanza PoE,0,204,0,0,0,204,204,0,69,,,,,,,,,,,,,,
Malawi,1 November 2020,Blantyre,2,2002,0,78,0,1853,181,1819,0,,,,,,,,,,,,,,
Malawi,1 November 2020,Lilongwe,0,1384,0,49,0,1152,112,1272,1,,,,,,,,,,,,,,
Malawi,1 November 2020,Mzimba North,0,588,0,13,0,499,17,571,2,,,,,,,,,,,,,,
Malawi,1 November 2020,Nkhata Bay,0,196,0,2,0,193,34,162,27,,,,,,,,,,,,,,
Malawi,1 November 2020,Zomba,0,157,0,7,0,143,33,124,4,,,,,,,,,,,,,,
Malawi,1 November 2020,Mzimba South,0,154,0,3,0,143,34,120,44,,,,,,,,,,,,,,
Malawi,1 November 2020,Mangochi,0,152,0,2,0,147,112,40,2,,,,,,,,,,,,,,
Malawi,1 November 2020,Dowa,0,95,0,3,0,84,52,43,8,,,,,,,,,,,,,,
Malawi,1 November 2020,Nkhotakota,0,87,0,1,0,81,31,56,4,,,,,,,,,,,,,,
Malawi,1 November 2020,Karonga,0,84,0,4,0,75,13,71,3,,,,,,,,,,,,,,
Malawi,1 November 2020,Machinga,0,70,0,0,0,69,61,9,38,,,,,,,,,,,,,,
Malawi,1 November 2020,Thyolo,0,68,0,1,0,67,34,34,21,,,,,,,,,,,,,,
Malawi,1 November 2020,Mchinji,0,66,0,5,0,45,6,60,25,,,,,,,,,,,,,,
Malawi,1 November 2020,Chitipa,0,64,0,3,0,61,6,58,61,,,,,,,,,,,,,,
Malawi,1 November 2020,Neno,0,59,0,0,0,58,4,55,55,,,,,,,,,,,,,,
Malawi,1 November 2020,Dedza,0,52,0,0,0,44,28,24,68,,,,,,,,,,,,,,
Malawi,1 November 2020,Kasungu,0,49,0,1,0,38,14,35,52,,,,,,,,,,,,,,
Malawi,1 November 2020,Ntcheu,0,49,0,1,0,44,30,19,1,,,,,,,,,,,,,,
Malawi,1 November 2020,Balaka,0,48,0,1,0,45,38,10,59,,,,,,,,,,,,,,
Malawi,1 November 2020,Salima,0,47,0,0,0,47,24,23,58,,,,,,,,,,,,,,
Malawi,1 November 2020,Chiradzulu,0,47,0,1,0,46,17,30,38,,,,,,,,,,,,,,
Malawi,1 November 2020,Chikwawa,0,44,0,0,0,44,24,20,47,,,,,,,,,,,,,,
Malawi,1 November 2020,Mulanje,0,43,0,1,0,37,12,31,46,,,,,,,,,,,,,,
Malawi,1 November 2020,Rumphi,0,40,0,3,0,34,10,30,44,,,,,,,,,,,,,,
Malawi,1 November 2020,Nsanje,0,37,0,1,0,31,25,12,43,,,,,,,,,,,,,,
Malawi,1 November 2020,Mwanza,0,27,0,1,0,26,10,17,68,,,,,,,,,,,,,,
Malawi,1 November 2020,Phalombe,0,11,0,1,0,8,4,7,55,,,,,,,,,,,,,,
Malawi,1 November 2020,Likoma,0,4,0,2,0,2,0,4,68,,,,,,,,,,,,,,
Malawi,1 November 2020,Ntchisi,0,4,0,0,0,3,0,4,68,,,,,,,,,,,,,,
Malawi,1 November 2020,Mwanza PoE,0,204,0,0,0,204,204,0,70,,,,,,,,,,,,,,
Malawi,2 November 2020,Blantyre,0,2002,0,78,0,1853,181,1819,1,,,,,,,,,,,,,,
Malawi,2 November 2020,Lilongwe,1,1385,0,49,0,1152,112,1273,0,,,,,,,,,,,,,,
Malawi,2 November 2020,Mzimba North,0,588,0,13,0,499,17,571,3,,,,,,,,,,,,,,
Malawi,2 November 2020,Nkhata Bay,0,196,0,2,0,193,34,162,28,,,,,,,,,,,,,,
Malawi,2 November 2020,Zomba,0,157,0,7,0,143,33,124,5,,,,,,,,,,,,,,
Malawi,2 November 2020,Mzimba South,0,154,0,3,0,143,34,120,45,,,,,,,,,,,,,,
Malawi,2 November 2020,Mangochi,0,152,0,2,0,147,112,40,3,,,,,,,,,,,,,,
Malawi,2 November 2020,Dowa,0,95,0,3,0,84,52,43,9,,,,,,,,,,,,,,
Malawi,2 November 2020,Nkhotakota,0,87,0,1,0,81,31,56,5,,,,,,,,,,,,,,
Malawi,2 November 2020,Karonga,0,84,0,4,0,75,13,71,4,,,,,,,,,,,,,,
Malawi,2 November 2020,Machinga,0,70,0,0,0,69,61,9,39,,,,,,,,,,,,,,
Malawi,2 November 2020,Thyolo,0,68,0,1,0,67,34,34,22,,,,,,,,,,,,,,
Malawi,2 November 2020,Mchinji,0,66,0,5,0,45,6,60,26,,,,,,,,,,,,,,
Malawi,2 November 2020,Chitipa,0,64,0,3,0,61,6,58,62,,,,,,,,,,,,,,
Malawi,2 November 2020,Neno,0,59,0,0,0,58,4,55,56,,,,,,,,,,,,,,
Malawi,2 November 2020,Dedza,0,52,0,0,0,44,28,24,69,,,,,,,,,,,,,,
Malawi,2 November 2020,Kasungu,0,49,0,1,0,38,14,35,53,,,,,,,,,,,,,,
Malawi,2 November 2020,Ntcheu,0,49,0,1,0,44,30,19,2,,,,,,,,,,,,,,
Malawi,2 November 2020,Balaka,0,48,0,1,0,45,38,10,60,,,,,,,,,,,,,,
Malawi,2 November 2020,Salima,0,47,0,0,0,47,24,23,59,,,,,,,,,,,,,,
Malawi,2 November 2020,Chiradzulu,0,47,0,1,0,46,17,30,39,,,,,,,,,,,,,,
Malawi,2 November 2020,Chikwawa,0,44,0,0,0,44,24,20,48,,,,,,,,,,,,,,
Malawi,2 November 2020,Mulanje,0,43,0,1,0,37,12,31,47,,,,,,,,,,,,,,
Malawi,2 November 2020,Rumphi,0,40,0,3,0,34,10,30,45,,,,,,,,,,,,,,
Malawi,2 November 2020,Nsanje,0,37,0,1,0,31,25,12,44,,,,,,,,,,,,,,
Malawi,2 November 2020,Mwanza,0,27,0,1,0,26,10,17,69,,,,,,,,,,,,,,
Malawi,2 November 2020,Phalombe,0,11,0,1,0,8,4,7,56,,,,,,,,,,,,,,
Malawi,2 November 2020,Likoma,0,4,0,2,0,2,0,4,69,,,,,,,,,,,,,,
Malawi,2 November 2020,Ntchisi,0,4,0,0,0,3,0,4,69,,,,,,,,,,,,,,
Malawi,2 November 2020,Mwanza PoE,0,204,0,0,0,204,204,0,71,,,,,,,,,,,,,,
Malawi,3 November 2020,Blantyre,0,2002,0,78,5,1858,181,1821,2,,,,,,,,,,,,,,
Malawi,3 November 2020,Lilongwe,1,1386,0,49,5,1157,112,1274,0,,,,,,,,,,,,,,
Malawi,3 November 2020,Mzimba North,0,588,0,13,0,499,17,571,4,,,,,,,,,,,,,,
Malawi,3 November 2020,Nkhata Bay,0,196,0,2,0,193,34,162,29,,,,,,,,,,,,,,
Malawi,3 November 2020,Zomba,0,157,0,7,0,143,33,124,6,,,,,,,,,,,,,,
Malawi,3 November 2020,Mzimba South,0,154,0,3,0,143,34,120,46,,,,,,,,,,,,,,
Malawi,3 November 2020,Mangochi,0,152,0,2,0,147,112,40,4,,,,,,,,,,,,,,
Malawi,3 November 2020,Dowa,0,95,0,3,0,84,52,43,10,,,,,,,,,,,,,,
Malawi,3 November 2020,Nkhotakota,0,87,0,1,0,81,31,56,6,,,,,,,,,,,,,,
Malawi,3 November 2020,Karonga,0,84,0,4,0,75,13,71,5,,,,,,,,,,,,,,
Malawi,3 November 2020,Machinga,0,70,0,0,0,69,61,9,40,,,,,,,,,,,,,,
Malawi,3 November 2020,Thyolo,0,68,0,1,0,67,34,34,23,,,,,,,,,,,,,,
Malawi,3 November 2020,Mchinji,0,66,0,5,0,45,6,60,27,,,,,,,,,,,,,,
Malawi,3 November 2020,Chitipa,0,64,0,3,0,61,6,58,63,,,,,,,,,,,,,,
Malawi,3 November 2020,Neno,0,59,0,0,0,58,4,55,57,,,,,,,,,,,,,,
Malawi,3 November 2020,Dedza,0,52,0,0,0,44,28,24,70,,,,,,,,,,,,,,
Malawi,3 November 2020,Kasungu,0,49,0,1,0,38,14,35,54,,,,,,,,,,,,,,
Malawi,3 November 2020,Ntcheu,0,49,0,1,0,44,30,19,3,,,,,,,,,,,,,,
Malawi,3 November 2020,Balaka,0,48,0,1,0,45,38,10,61,,,,,,,,,,,,,,
Malawi,3 November 2020,Salima,0,47,0,0,0,47,24,23,60,,,,,,,,,,,,,,
Malawi,3 November 2020,Chiradzulu,0,47,0,1,0,46,17,30,40,,,,,,,,,,,,,,
Malawi,3 November 2020,Chikwawa,0,44,0,0,0,44,24,20,49,,,,,,,,,,,,,,
Malawi,3 November 2020,Mulanje,0,43,0,1,0,37,12,31,48,,,,,,,,,,,,,,
Malawi,3 November 2020,Rumphi,0,40,0,3,0,34,10,30,45,,,,,,,,,,,,,,
Malawi,3 November 2020,Nsanje,0,37,0,1,0,31,25,12,44,,,,,,,,,,,,,,
Malawi,3 November 2020,Mwanza,0,27,0,1,0,26,10,17,69,,,,,,,,,,,,,,
Malawi,3 November 2020,Phalombe,0,11,0,1,0,8,4,7,57,,,,,,,,,,,,,,
Malawi,3 November 2020,Likoma,0,4,0,2,0,2,0,4,70,,,,,,,,,,,,,,
Malawi,3 November 2020,Ntchisi,0,4,0,0,0,3,0,4,70,,,,,,,,,,,,,,
Malawi,3 November 2020,Mwanza PoE,0,204,0,0,0,204,204,0,72,,,,,,,,,,,,,,
Malawi,4 November 2020,Blantyre,0,2002,0,78,0,1858,181,1821,3,,,,,,,,,,,,,,
Malawi,4 November 2020,Lilongwe,0,1386,0,49,1,1158,112,1274,1,,,,,,,,,,,,,,
Malawi,4 November 2020,Mzimba North,0,588,0,13,0,499,17,571,5,,,,,,,,,,,,,,
Malawi,4 November 2020,Nkhata Bay,0,196,0,2,0,193,34,162,30,,,,,,,,,,,,,,
Malawi,4 November 2020,Zomba,0,157,0,7,0,143,33,124,7,,,,,,,,,,,,,,
Malawi,4 November 2020,Mzimba South,0,154,0,3,0,143,34,120,47,,,,,,,,,,,,,,
Malawi,4 November 2020,Mangochi,0,152,0,2,0,147,112,40,5,,,,,,,,,,,,,,
Malawi,4 November 2020,Dowa,0,95,0,3,2,86,52,43,11,,,,,,,,,,,,,,
